Borough,ID,Survey Date,Survey Year,On-Carriageway (if 1) or Off-Carriageway (if 0),Segregated Lane/Track,Stepped Lane/Track,Partially Segregated Lane/Track,Shared Lane or Footway,Mandatory Cycle Lane,Advisory Cycle Lane,Cycle Lane/Track Priority,Contraflow Lane/Track,Bi-directional,Cycle Bypass,Continuous Cycle Facilities at Bus Stop,Park Route,Waterside Route,Part-time (if 1) or Full-time (if 0),Total Tracks or Lanes,Access Times,Colour
Barking&Dagenham, RWG185175,30/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Westminster, RWG066200,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185174,30/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Westminster, RWG153698,26/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038472,23/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10am 4-7pm Sat 10am-7pm, RED
Lambeth, RWG199470,29/01/2018,2018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, GREEN
Bexley, RWG185241,02/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG119492,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lambeth, RWG199427,27/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG056067,18/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG199435,29/01/2018,2018,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG185173,30/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG185171,30/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG219227,19/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Camden, RWG999981,19/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155761,30/10/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG066589,25/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG279129,26/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038453,23/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
Lambeth, RWG102165,06/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Lambeth, RWG199426,27/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Barking&Dagenham, RWG155760,30/10/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155771,30/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056141,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244344,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155759,30/10/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Bexley, RWG244346,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119652,06/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Enfield, RWG187302,19/09/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG155770,30/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038387,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm, NONE
Wandsworth, RWG135107,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056142,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152062,21/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bexley, RWG244316,21/02/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056239,21/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, mon-fri 7am-7pm, BLUE
Westminster, RWG056194,20/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056197,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG055945,17/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155758,30/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 3-7pm, NONE
Bexley, RWG244345,21/02/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244317,21/02/2018,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056144,19/07/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056165,20/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
Camden, RWG089479,16/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, RED
Wandsworth, RWG056065,18/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG056507,17/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155859,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155854,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155860,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Merton, RWG218671,12/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Westminster, RWG066201,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG289837,03/11/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056428,20/07/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Lambeth, RWG119464,07/08/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Lambeth, RWG119489,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Wandsworth, RWG056445,17/07/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056355,20/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056431,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155861,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155872,03/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056384,19/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm , BLUE
Haringey, RWG279131,26/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Merton, RWG218518,06/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG119487,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lambeth, RWG119491,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG155862,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056432,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153747,10/01/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Merton, RWG218669,12/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barnet, RWG279953,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Camden, RWG000203,02/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244347,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066415,30/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038388,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm, NONE
Barking&Dagenham, RWG155871,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Lambeth, RWG119600,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon- Fri 4-7pm , RED
Barnet, RWG279831,15/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG155863,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153718,10/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056359,20/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BLUE
Lambeth, RWG102180,06/08/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Merton, RWG219856,08/02/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219691,06/02/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Haringey, RWG279351,26/02/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am , RED
Barking&Dagenham, RWG155870,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056361,17/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155864,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG066635,04/09/2017,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056106,19/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG220962,03/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG056113,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Camden, RWG000062,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000204,02/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038389,20/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barnet, RWG280513,19/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Camden, RWG000052,30/05/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Camden, RWG000040,29/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barnet, RWG280516,19/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG155869,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056167,20/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Merton, RWG218674,12/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056112,19/07/2017,2017,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG119488,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Camden, RWG038454,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155865,03/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG119599,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon- Fri 4-7pm , RED
Camden, RWG000108,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155858,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155868,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Camden, RWG152085,08/06/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Enfield, RWG149820,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155866,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056351,20/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155873,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155867,03/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Camden, RWG000097,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG279325,23/02/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10pm , RED
Camden, RWG152055,21/12/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Bexley, RWG244318,21/02/2018,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000109,30/05/2017,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Wandsworth, RWG055966,17/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Camden, RWG038437,22/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155855,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG220963,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149819,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG108401,09/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185906,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG185907,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Croydon, RWG219469,23/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Lambeth, RWG102194,06/08/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185908,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Haringey, RWG279326,23/02/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10pm , NONE
Wandsworth, RWG135204,18/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Haringey, RWG279327,23/02/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10pm , NONE
Enfield, RWG149818,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG066817,08/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185905,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG185903,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG185904,05/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG184710,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185280,05/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185279,05/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG279328,23/02/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10pm , NONE
Barking&Dagenham, RWG185278,05/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185272,05/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155893,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152068,20/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155890,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155894,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155891,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155895,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119597,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon- Fri 4-7pm , RED
Westminster, RWG066093,28/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 10am-7 pm, RED
Bexley, RWG185860,03/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155904,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000075,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000107,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149817,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bexley, RWG244350,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153719,10/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, OTHER
Camden, RWG038395,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-10am, NONE
Haringey, RWG279036,21/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155889,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG135185,29/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon - Fri 7-10AM , NONE
Barking&Dagenham, RWG155896,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155885,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155903,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG220964,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155901,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155892,05/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155897,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155886,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155899,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244349,21/02/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barnet, RWG279833,15/02/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG155900,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155902,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG184939,05/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Sat 7-10 AM, NONE
Enfield, RWG149816,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG066608,02/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 4-7 pm, RED
Haringey, RWG279073,22/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000036,29/05/2017,2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1, None, GREEN
Sutton, RWG219901,08/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG185273,05/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155905,05/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 3pm-7pm, RED
Barking&Dagenham, RWG155906,05/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 3pm-7pm, RED
Barking&Dagenham, RWG155888,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184704,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG155887,05/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066250,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155907,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG155908,05/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244320,21/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056467,19/09/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BLUE
Barking&Dagenham, RWG156365,07/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG056192,20/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119596,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon- Fri 4-7pm , RED
Barnet, RWG280524,19/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Westminster, RWG056343,19/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG155951,07/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 4-7pm mon-sat , RED
Camden, RWG000106,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056378,20/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BLUE
Enfield, RWG149815,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184749,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056369,20/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG184748,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102391,17/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Westminster, RWG066249,28/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barnet, RWG279956,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184750,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184751,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109913,12/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat  7-10am  4-7pm , NONE
Barking&Dagenham, RWG184753,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056120,19/07/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184756,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184758,07/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119525,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG184754,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG055975,17/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
